window,is_start,is_end,oos_start,oos_end,best_threshold,is_n,is_sharpe,is_win_rate,is_total_ret,oos_n,oos_sharpe,oos_win_rate,oos_total_ret,oos_gross_ret,oos_fund_pnl,oos_max_dd,oos_long_net,oos_short_net,oos_long_sharpe,oos_short_sharpe
4,2025-10-27 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-02-24 00:00:00+00:00,2026-04-25 00:00:00+00:00,0.02,116,16.26163521686828,0.5258620689655172,26.77837233636519,58,19.56527462634059,0.5517241379310345,15.094320802470921,16.48145952247092,0.17886128,-0.0465581606583811,5.407080826498058,9.687239975972862,11.941036429027633,31.13846339355817
