hour,close,log_return_pct,funding_rate,premium
2022-01-01 01:00:00+00:00,0.8396,0.047653086439048656,1.25e-05,0.0001
2022-01-01 02:00:00+00:00,0.8423,0.3210657374840075,1.25e-05,0.0001
2022-01-01 03:00:00+00:00,0.841,-0.1544585348370005,1.25e-05,0.0001
2022-01-01 04:00:00+00:00,0.8347,-0.7519281116257002,1.25e-05,0.0001
2022-01-01 05:00:00+00:00,0.8421,0.882639317925543,1.25e-05,0.0001
2022-01-01 06:00:00+00:00,0.8377,-0.5238730876182599,1.25e-05,0.0001
2022-01-01 07:00:00+00:00,0.841,0.39316188131841984,1.25e-05,0.0001
2022-01-01 08:00:00+00:00,0.8395,-0.1785183455352494,1.25e-05,0.0001
2022-01-01 09:00:00+00:00,0.8424,0.3448484302170255,1.25e-05,0.0001
2022-01-01 10:00:00+00:00,0.8384,-0.4759647252988024,1.25e-05,0.0001
2022-01-01 11:00:00+00:00,0.8387,0.03577604235880886,1.25e-05,0.0001
2022-01-01 12:00:00+00:00,0.8427,0.4757948787941775,1.25e-05,0.0001
2022-01-01 13:00:00+00:00,0.8409,-0.21382759394553721,1.25e-05,0.0001
2022-01-01 14:00:00+00:00,0.84,-0.10708550014929777,1.25e-05,0.0001
2022-01-01 15:00:00+00:00,0.8421,0.24968801985871458,1.25e-05,0.0001
2022-01-01 16:00:00+00:00,0.8446,0.296437046389667,1.25e-05,0.0001
2022-01-01 17:00:00+00:00,0.8508,0.7313940826238938,1.25e-05,0.0001
2022-01-01 18:00:00+00:00,0.8512,0.04700352612978115,1.25e-05,0.0001
2022-01-01 19:00:00+00:00,0.852,0.0939408241935884,1.25e-05,0.0001
2022-01-01 20:00:00+00:00,0.8458,-0.7303601790927553,1.25e-05,0.0001
2022-01-01 21:00:00+00:00,0.8459,0.011822427158055199,1.25e-05,0.0001
2022-01-01 22:00:00+00:00,0.847,0.12995453420856473,1.25e-05,0.0001
2022-01-01 23:00:00+00:00,0.8507,0.43588453297842833,1.25e-05,0.0001
2022-01-02 00:00:00+00:00,0.8459,-0.5658390671869836,1.25e-05,0.0001
2022-01-02 01:00:00+00:00,0.8423,-0.4264903988650796,1.25e-05,0.0001
2022-01-02 02:00:00+00:00,0.8432,0.10679324657798074,1.25e-05,0.0001
2022-01-02 03:00:00+00:00,0.8435,0.03557241989252318,1.25e-05,0.0001
2022-01-02 04:00:00+00:00,0.839,-0.5349195518816906,1.25e-05,0.0001
2022-01-02 05:00:00+00:00,0.8429,0.4637620536230242,1.25e-05,0.0001
2022-01-02 06:00:00+00:00,0.8414,-0.17811558470159197,1.25e-05,0.0001
2022-01-02 07:00:00+00:00,0.8423,0.10690741648974424,1.25e-05,0.0001
2022-01-02 08:00:00+00:00,0.8436,0.15422032833015567,1.25e-05,0.0001
2022-01-02 09:00:00+00:00,0.8472,0.42583456825770244,1.25e-05,0.0001
2022-01-02 10:00:00+00:00,0.8442,-0.35473609387983096,1.25e-05,0.0001
2022-01-02 11:00:00+00:00,0.8452,0.11838523935033032,1.25e-05,0.0001
2022-01-02 12:00:00+00:00,0.8468,0.1891253518808571,1.25e-05,0.0001
2022-01-02 13:00:00+00:00,0.845,-0.2127911903536299,1.25e-05,0.0001
2022-01-02 14:00:00+00:00,0.8455,0.059154098146112305,1.25e-05,0.0001
2022-01-02 15:00:00+00:00,0.8558,1.2108535644081493,1.25e-05,0.0001
2022-01-02 16:00:00+00:00,0.8612,0.6290061507491534,1.25e-05,0.0001
2022-01-02 17:00:00+00:00,0.8571,-0.47721675853708895,1.25e-05,0.0001
2022-01-02 18:00:00+00:00,0.8521,-0.58507070709268,1.25e-05,0.0001
2022-01-02 19:00:00+00:00,0.8511,-0.11742603509949713,1.25e-05,0.0001
2022-01-02 20:00:00+00:00,0.8517,0.07047216641198317,1.25e-05,0.0001
2022-01-02 21:00:00+00:00,0.8526,0.10561521840747742,1.25e-05,0.0001
2022-01-02 22:00:00+00:00,0.8559,0.38630425564539744,1.25e-05,0.0001
2022-01-02 23:00:00+00:00,0.8583,0.2800141836610319,1.25e-05,0.0001
