hour,close,log_return_pct,funding_rate,premium
2022-01-01 01:00:00+00:00,5.671,1.8149964424359468,1.25e-05,0.0001
2022-01-01 02:00:00+00:00,5.57,-1.7970415092698335,1.25e-05,0.0001
2022-01-01 03:00:00+00:00,5.581,0.19729178671038264,1.25e-05,0.0001
2022-01-01 04:00:00+00:00,5.599,0.3220038560459585,1.25e-05,0.0001
2022-01-01 05:00:00+00:00,5.696,1.7176163742918398,1.25e-05,0.0001
2022-01-01 06:00:00+00:00,5.707,0.19293174448965034,1.25e-05,0.0001
2022-01-01 07:00:00+00:00,5.748,0.7158476662207546,1.25e-05,0.0001
2022-01-01 08:00:00+00:00,5.802,0.9350717482433707,1.25e-05,0.0001
2022-01-01 09:00:00+00:00,5.819,0.292573997532075,1.25e-05,0.0001
2022-01-01 10:00:00+00:00,5.911,1.5686596167699474,1.25e-05,0.0001
2022-01-01 11:00:00+00:00,5.914,0.05073995880530745,1.25e-05,0.0001
2022-01-01 12:00:00+00:00,5.912,-0.033823778438475643,1.25e-05,0.0001
2022-01-01 13:00:00+00:00,5.801,-1.8953867161973357,1.25e-05,0.0001
2022-01-01 14:00:00+00:00,5.773,-0.4838440405130839,1.25e-05,0.0001
2022-01-01 15:00:00+00:00,5.846,1.256579061025764,1.25e-05,0.0001
2022-01-01 16:00:00+00:00,6.137,4.857835671790557,-1.254e-05,-0.00010032
2022-01-01 17:00:00+00:00,6.221,1.3594642125922944,-1.254e-05,-0.00010032
2022-01-01 18:00:00+00:00,6.221,0.0,-1.254e-05,-0.00010032
2022-01-01 19:00:00+00:00,6.122,-1.604182500966201,-1.254e-05,-0.00010032
2022-01-01 20:00:00+00:00,6.177,0.8943876190541326,-1.254e-05,-0.00010032
2022-01-01 21:00:00+00:00,6.177,0.0,-1.254e-05,-0.00010032
2022-01-01 22:00:00+00:00,6.177,0.0,-1.254e-05,-0.00010032
2022-01-01 23:00:00+00:00,6.199,0.3555272006020209,-1.254e-05,-0.00010032
2022-01-02 00:00:00+00:00,6.088,-1.806836816039758,-5.527375e-05,-0.00044219
2022-01-02 01:00:00+00:00,6.101,0.2133071610330746,-5.527375e-05,-0.00044219
2022-01-02 02:00:00+00:00,6.198,1.5773967195841263,-5.527375e-05,-0.00044219
2022-01-02 03:00:00+00:00,6.352,2.454306457927811,-5.527375e-05,-0.00044219
2022-01-02 04:00:00+00:00,6.2,-2.42204318937887,-5.527375e-05,-0.00044219
2022-01-02 05:00:00+00:00,6.352,2.4220431893788854,-5.527375e-05,-0.00044219
2022-01-02 06:00:00+00:00,6.334,-0.28377758283866067,-5.527375e-05,-0.00044219
2022-01-02 07:00:00+00:00,6.354,0.3152587730876421,-5.527375e-05,-0.00044219
2022-01-02 08:00:00+00:00,6.276,-1.2351700976538318,-2.0545e-05,-0.00016436
2022-01-02 09:00:00+00:00,6.277,0.01593244646085156,-2.0545e-05,-0.00016436
2022-01-02 10:00:00+00:00,6.195,-1.314964425428891,-2.0545e-05,-0.00016436
2022-01-02 11:00:00+00:00,6.144,-0.8266519235734724,-2.0545e-05,-0.00016436
2022-01-02 12:00:00+00:00,6.135,-0.14659176824962833,-2.0545e-05,-0.00016436
2022-01-02 13:00:00+00:00,6.072,-1.0322038069545858,-2.0545e-05,-0.00016436
2022-01-02 14:00:00+00:00,6.005,-1.1095584561381968,-2.0545e-05,-0.00016436
2022-01-02 15:00:00+00:00,6.043,0.6308121847474684,-2.0545e-05,-0.00016436
2022-01-02 16:00:00+00:00,6.115,1.1844191759714158,1.25e-05,0.0001
2022-01-02 17:00:00+00:00,6.074,-0.6727402515578673,1.25e-05,0.0001
2022-01-02 18:00:00+00:00,5.978,-1.5931302761810964,1.25e-05,0.0001
2022-01-02 19:00:00+00:00,5.978,0.0,1.25e-05,0.0001
2022-01-02 20:00:00+00:00,5.964,-0.2344666959254023,1.25e-05,0.0001
2022-01-02 21:00:00+00:00,5.959,-0.0838715137650298,1.25e-05,0.0001
2022-01-02 22:00:00+00:00,6.019,1.0018450800791894,1.25e-05,0.0001
2022-01-02 23:00:00+00:00,6.038,0.3151698719013414,1.25e-05,0.0001
