window,is_start,is_end,oos_start,oos_end,best_threshold,is_n,is_win_rate,is_avg_ret,is_sharpe,is_total_ret,oos_n,oos_win_rate,oos_avg_ret,oos_sharpe,oos_total_ret,oos_max_dd
1,2025-11-06 17:00:00+00:00,2026-02-04 16:00:00+00:00,2026-02-04 17:00:00+00:00,2026-04-05 16:00:00+00:00,0.03,130,0.5,0.17642745885791658,12.175126936227679,22.935569651529157,88,0.4659090909090909,-0.04326596673970897,-2.6373710668174843,-3.8074050730943894,-0.19286695065825576
