hour,premium,signal,raw_ret,fund_pnl,net_ret,threshold,window
2022-05-03 08:00:00+00:00,0.0001,-1,0.47529975695216203,0.00125,0.449549756952162,0.03,1
2022-05-03 09:00:00+00:00,0.0001,-1,0.5573867990366975,0.00125,0.5316367990366975,0.03,1
2022-05-03 10:00:00+00:00,0.0001,-1,-3.9566851757332446,0.00125,-3.9824351757332446,0.03,1
2022-05-03 11:00:00+00:00,0.0001,-1,1.8734261556880873,0.00125,1.8476761556880874,0.03,1
2022-05-03 12:00:00+00:00,0.0001,-1,0.25626437714568906,0.00125,0.23051437714568904,0.03,1
2022-05-03 13:00:00+00:00,0.0001,-1,0.8014927691711313,0.00125,0.7757427691711313,0.03,1
2022-05-03 14:00:00+00:00,0.0001,-1,-0.16511723482926002,0.00125,-0.19086723482926002,0.03,1
2022-05-03 15:00:00+00:00,0.0001,-1,1.46684229792611,0.00125,1.44109229792611,0.03,1
2022-05-03 16:00:00+00:00,0.0001,-1,0.8185983440213543,0.00125,0.7928483440213543,0.03,1
2022-05-03 17:00:00+00:00,0.0001,-1,0.3455250634818756,0.00125,0.31977506348187557,0.03,1
2022-05-03 18:00:00+00:00,0.0001,-1,1.4613961356032492,0.00125,1.4356461356032493,0.03,1
2022-05-03 19:00:00+00:00,0.0001,-1,-0.5068585687223045,0.00125,-0.5326085687223046,0.03,1
2022-05-03 20:00:00+00:00,0.0001,-1,-1.278043473607557,0.00125,-1.303793473607557,0.03,1
2022-05-03 21:00:00+00:00,0.0001,-1,0.13221685487140358,0.00125,0.10646685487140359,0.03,1
2022-05-03 22:00:00+00:00,0.0001,-1,-0.35219054674051015,0.00125,-0.3779405467405102,0.03,1
2022-05-03 23:00:00+00:00,0.0001,-1,-7.027625863355526,0.00125,-7.053375863355527,0.03,1
2022-05-04 08:00:00+00:00,0.0001,-1,0.8771678290704311,0.00125,0.8514178290704311,0.03,1
2022-05-04 09:00:00+00:00,0.0001,-1,-1.2537373117206465,0.00125,-1.2794873117206464,0.03,1
2022-05-04 10:00:00+00:00,0.0001,-1,0.5024084254306882,0.00125,0.47665842543068815,0.03,1
2022-05-04 11:00:00+00:00,0.0001,-1,1.352228506417195,0.00125,1.3264785064171951,0.03,1
2022-05-04 12:00:00+00:00,0.0001,-1,1.2917217963628234,0.00125,1.2659717963628234,0.03,1
2022-05-04 13:00:00+00:00,0.0001,-1,0.1725377854339209,0.00125,0.1467877854339209,0.03,1
2022-05-04 14:00:00+00:00,0.0001,-1,-0.15817100141380167,0.00125,-0.18392100141380166,0.03,1
2022-05-04 15:00:00+00:00,0.0001,-1,-1.142869582362285,0.00125,-1.168619582362285,0.03,1
2022-05-05 00:00:00+00:00,0.0001,-1,1.0092286009834552,0.00125,0.9834786009834552,0.03,1
2022-05-05 01:00:00+00:00,0.0001,-1,-0.9037989654928583,0.00125,-0.9295489654928584,0.03,1
2022-05-05 02:00:00+00:00,0.0001,-1,0.4976372548840275,0.00125,0.47188725488402744,0.03,1
2022-05-05 03:00:00+00:00,0.0001,-1,-0.3050965910729087,0.00125,-0.33084659107290876,0.03,1
2022-05-05 04:00:00+00:00,0.0001,-1,2.6585917594464683,0.00125,2.6328417594464684,0.03,1
2022-05-05 05:00:00+00:00,0.0001,-1,-0.36325439045355384,0.00125,-0.3890043904535539,0.03,1
2022-05-05 06:00:00+00:00,0.0001,-1,-0.08266302572257472,0.00125,-0.10841302572257472,0.03,1
2022-05-05 07:00:00+00:00,0.0001,-1,0.6888221635821038,0.00125,0.6630721635821037,0.03,1
2022-05-05 08:00:00+00:00,0.0001,-1,0.4232946289639511,0.00125,0.39754462896395104,0.03,1
2022-05-05 09:00:00+00:00,0.0001,-1,-0.8256839561219399,0.00125,-0.85143395612194,0.03,1
2022-05-05 10:00:00+00:00,0.0001,-1,1.0122451733449418,0.00125,0.9864951733449417,0.03,1
2022-05-05 11:00:00+00:00,0.0001,-1,-0.8399908323701091,0.00125,-0.8657408323701091,0.03,1
2022-05-05 12:00:00+00:00,0.0001,-1,3.5485917252875394,0.00125,3.5228417252875395,0.03,1
2022-05-05 13:00:00+00:00,0.0001,-1,2.3224950470925054,0.00125,2.2967450470925055,0.03,1
2022-05-05 14:00:00+00:00,0.0001,-1,7.733218258998037,0.00125,7.707468258998037,0.03,1
2022-05-05 15:00:00+00:00,0.0001,-1,-0.5180791623687251,0.00125,-0.5438291623687251,0.03,1
2022-05-05 16:00:00+00:00,0.0001,-1,1.6881134822095814,0.00125,1.6623634822095814,0.03,1
2022-05-05 17:00:00+00:00,0.0001,-1,-0.17009951222610786,0.00125,-0.19584951222610786,0.03,1
2022-05-05 18:00:00+00:00,0.0001,-1,-1.3286061767804136,0.00125,-1.3543561767804135,0.03,1
2022-05-05 19:00:00+00:00,0.0001,-1,-1.706229940520187,0.00125,-1.731979940520187,0.03,1
2022-05-05 20:00:00+00:00,0.0001,-1,1.1463302775174073,0.00125,1.1205802775174074,0.03,1
2022-05-05 21:00:00+00:00,0.0001,-1,1.0203426471359973,0.00125,0.9945926471359973,0.03,1
2022-05-05 22:00:00+00:00,0.0001,-1,-1.6924318978699198,0.00125,-1.7181818978699197,0.03,1
2022-05-05 23:00:00+00:00,0.0001,-1,0.9116624895717277,0.00125,0.8859124895717276,0.03,1
2022-05-11 16:00:00+00:00,-0.00062018,1,-0.7369647867138401,0.0077522500000000005,-0.7562125367138401,0.03,1
2022-05-11 17:00:00+00:00,-0.00062018,1,-6.858653259472902,0.0077522500000000005,-6.877901009472902,0.03,1
2022-05-11 18:00:00+00:00,-0.00062018,1,-2.280530266363121,0.0077522500000000005,-2.2997780163631214,0.03,1
2022-05-11 19:00:00+00:00,-0.00062018,1,-6.75355263778405,0.0077522500000000005,-6.7728003877840495,0.03,1
2022-05-11 20:00:00+00:00,-0.00062018,1,8.300134655342596,0.0077522500000000005,8.280886905342596,0.03,1
2022-05-11 21:00:00+00:00,-0.00062018,1,2.3658974316646986,0.0077522500000000005,2.3466496816646982,0.03,1
2022-05-11 22:00:00+00:00,-0.00062018,1,-1.3884919719219826,0.0077522500000000005,-1.4077397219219825,0.03,1
2022-05-11 23:00:00+00:00,-0.00062018,1,7.309790945482645,0.0077522500000000005,7.290543195482645,0.03,1
2022-05-12 00:00:00+00:00,-0.00086187,1,-5.457746741623154,0.010773375,-5.473973366623154,0.03,1
2022-05-12 01:00:00+00:00,-0.00086187,1,-6.773622868731868,0.010773375,-6.789849493731868,0.03,1
2022-05-12 02:00:00+00:00,-0.00086187,1,-5.715841383994864,0.010773375,-5.7320680089948635,0.03,1
2022-05-12 03:00:00+00:00,-0.00086187,1,-2.481516911972402,0.010773375,-2.4977435369724024,0.03,1
2022-05-12 04:00:00+00:00,-0.00086187,1,-3.958813465573189,0.010773375,-3.9750400905731893,0.03,1
2022-05-12 05:00:00+00:00,-0.00086187,1,-0.832734717977638,0.010773375,-0.848961342977638,0.03,1
2022-05-12 06:00:00+00:00,-0.00086187,1,6.031446967897891,0.010773375,6.015220342897891,0.03,1
2022-05-12 07:00:00+00:00,-0.00086187,1,0.1026342888588636,0.010773375,0.0864076638588636,0.03,1
2022-05-12 08:00:00+00:00,-0.00086187,1,-1.5159635710642656,0.011282875,-1.5316806960642655,0.03,1
2022-05-12 09:00:00+00:00,-0.00086187,1,5.635769218298877,0.011282875,5.6200520932988764,0.03,1
2022-05-12 10:00:00+00:00,-0.00086187,1,0.4093333590999788,0.011282875,0.3936162340999788,0.03,1
2022-05-12 11:00:00+00:00,-0.00086187,1,1.9097521661376737,0.011282875,1.8940350411376738,0.03,1
2022-05-12 12:00:00+00:00,-0.00086187,1,-3.890014895755647,0.011282875,-3.905732020755647,0.03,1
2022-05-12 13:00:00+00:00,-0.00086187,1,7.479821007518623,0.011282875,7.464103882518623,0.03,1
2022-05-12 14:00:00+00:00,-0.00086187,1,-4.265375674861904,0.011282875,-4.281092799861904,0.03,1
2022-05-12 15:00:00+00:00,-0.00086187,1,13.548638805738381,0.011282875,13.532921680738381,0.03,1
2022-05-26 16:00:00+00:00,-0.00037544,1,-0.7379151873416663,0.004693,-0.7602221873416664,0.03,1
2022-05-26 17:00:00+00:00,-0.00037544,1,-2.1009176089343433,0.004693,-2.1232246089343434,0.03,1
2022-05-26 18:00:00+00:00,-0.00037544,1,-2.1731237462109134,0.004693,-2.1954307462109135,0.03,1
2022-05-26 19:00:00+00:00,-0.00037544,1,0.7700139363379359,0.004693,0.7477069363379358,0.03,1
2022-05-26 20:00:00+00:00,-0.00037544,1,1.0974414211691423,0.004693,1.0751344211691425,0.03,1
2022-05-26 21:00:00+00:00,-0.00037544,1,-0.9360860009249966,0.004693,-0.9583930009249967,0.03,1
2022-05-26 22:00:00+00:00,-0.00037544,1,-1.9810688594290617,0.004693,-2.003375859429062,0.03,1
2022-05-26 23:00:00+00:00,-0.00037544,1,-0.784209838585785,0.004693,-0.806516838585785,0.03,1
2022-05-31 08:00:00+00:00,0.0001,-1,1.074694881367202,0.00125,1.048944881367202,0.03,1
2022-05-31 09:00:00+00:00,0.0001,-1,-0.85827060547542,0.00125,-0.88402060547542,0.03,1
2022-05-31 10:00:00+00:00,0.0001,-1,-1.2915749981488176,0.00125,-1.3173249981488175,0.03,1
2022-05-31 11:00:00+00:00,0.0001,-1,1.7621073255324378,0.00125,1.7363573255324378,0.03,1
2022-05-31 12:00:00+00:00,0.0001,-1,2.8333286713020387,0.00125,2.8075786713020388,0.03,1
2022-05-31 13:00:00+00:00,0.0001,-1,-1.506387294900644,0.00125,-1.532137294900644,0.03,1
2022-05-31 14:00:00+00:00,0.0001,-1,-2.993946459863426,0.00125,-3.0196964598634257,0.03,1
2022-05-31 15:00:00+00:00,0.0001,-1,1.1002263578883549,0.00125,1.074476357888355,0.03,1
2022-06-06 08:00:00+00:00,0.0001,-1,-0.981881000222661,0.00125,-1.007631000222661,0.03,1
2022-06-06 09:00:00+00:00,0.0001,-1,-0.17521906860911082,0.00125,-0.20096906860911082,0.03,1
2022-06-06 10:00:00+00:00,0.0001,-1,1.6008408920440937,0.00125,1.5750908920440938,0.03,1
2022-06-06 11:00:00+00:00,0.0001,-1,-0.6964257334032333,0.00125,-0.7221757334032334,0.03,1
2022-06-06 12:00:00+00:00,0.0001,-1,0.41727316029753103,0.00125,0.391523160297531,0.03,1
2022-06-06 13:00:00+00:00,0.0001,-1,-0.0,0.00125,-0.02575,0.03,1
2022-06-06 14:00:00+00:00,0.0001,-1,0.34270516501278353,0.00125,0.3169551650127835,0.03,1
2022-06-06 15:00:00+00:00,0.0001,-1,1.5891658287664687,0.00125,1.5634158287664688,0.03,1
2022-06-12 08:00:00+00:00,-0.00036034,1,-1.390088496901184,0.0045042500000000004,-1.4125842469011838,0.03,1
2022-06-12 09:00:00+00:00,-0.00036034,1,0.18760131706557379,0.0045042500000000004,0.16510556706557378,0.03,1
2022-06-12 10:00:00+00:00,-0.00036034,1,1.0677162699488125,0.0045042500000000004,1.0452205199488127,0.03,1
2022-06-12 11:00:00+00:00,-0.00036034,1,-0.5409073364011859,0.0045042500000000004,-0.563403086401186,0.03,1
2022-06-12 12:00:00+00:00,-0.00036034,1,-1.7784326453237762,0.0045042500000000004,-1.800928395323776,0.03,1
2022-06-12 13:00:00+00:00,-0.00036034,1,6.1882305005522635,0.0045042500000000004,6.1657347505522635,0.03,1
2022-06-12 14:00:00+00:00,-0.00036034,1,2.3243813138143827,0.0045042500000000004,2.3018855638143827,0.03,1
2022-06-12 15:00:00+00:00,-0.00036034,1,-1.7583573234361554,0.0045042500000000004,-1.7808530734361552,0.03,1
2022-06-13 08:00:00+00:00,-0.00045244,1,2.945636013547264,0.0056555,2.924291513547264,0.03,1
2022-06-13 09:00:00+00:00,-0.00045244,1,-1.2408291300696106,0.0056555,-1.2621736300696105,0.03,1
2022-06-13 10:00:00+00:00,-0.00045244,1,-0.1537870353075231,0.0056555,-0.1751315353075231,0.03,1
2022-06-13 11:00:00+00:00,-0.00045244,1,2.2635298302902935,0.0056555,2.2421853302902934,0.03,1
2022-06-13 12:00:00+00:00,-0.00045244,1,4.414915977558274,0.0056555,4.3935714775582735,0.03,1
2022-06-13 13:00:00+00:00,-0.00045244,1,-2.99565779426943,0.0056555,-3.01700229426943,0.03,1
2022-06-13 14:00:00+00:00,-0.00045244,1,6.860958523543516,0.0056555,6.839614023543516,0.03,1
2022-06-13 15:00:00+00:00,-0.00045244,1,5.850407620491235,0.0056555,5.829063120491234,0.03,1
2022-06-16 08:00:00+00:00,0.0001,-1,3.3774954100431285,0.00125,3.3517454100431285,0.03,1
2022-06-16 09:00:00+00:00,0.0001,-1,1.023692465330901,0.00125,0.9979424653309009,0.03,1
2022-06-16 10:00:00+00:00,0.0001,-1,1.1577045632744096,0.00125,1.1319545632744097,0.03,1
2022-06-16 11:00:00+00:00,0.0001,-1,-1.2448657297791526,0.00125,-1.2706157297791525,0.03,1
2022-06-16 12:00:00+00:00,0.0001,-1,1.7755586434304658,0.00125,1.7498086434304658,0.03,1
2022-06-16 13:00:00+00:00,0.0001,-1,-1.0059204207224683,0.00125,-1.0316704207224683,0.03,1
2022-06-16 14:00:00+00:00,0.0001,-1,-1.2563417734130005,0.00125,-1.2820917734130004,0.03,1
2022-06-16 15:00:00+00:00,0.0001,-1,-0.6395320388665985,0.00125,-0.6652820388665985,0.03,1
2022-06-19 16:00:00+00:00,0.0001,-1,-0.41021873673721504,0.00125,-0.4359687367372151,0.03,1
2022-06-19 17:00:00+00:00,0.0001,-1,-2.933837117143456,0.00125,-2.959587117143456,0.03,1
2022-06-19 18:00:00+00:00,0.0001,-1,0.6344623839056549,0.00125,0.6087123839056549,0.03,1
2022-06-19 19:00:00+00:00,0.0001,-1,-2.7620120167476117,0.00125,-2.7877620167476116,0.03,1
2022-06-19 20:00:00+00:00,0.0001,-1,1.3714704234930941,0.00125,1.3457204234930942,0.03,1
2022-06-19 21:00:00+00:00,0.0001,-1,-0.3222921321545174,0.00125,-0.34804213215451746,0.03,1
2022-06-19 22:00:00+00:00,0.0001,-1,-0.5526353310715836,0.00125,-0.5783853310715836,0.03,1
2022-06-19 23:00:00+00:00,0.0001,-1,3.8787029429885718,0.00125,3.852952942988572,0.03,1
2022-06-20 16:00:00+00:00,0.0001,-1,1.6764700886446813,0.00125,1.6507200886446813,0.03,1
2022-06-20 17:00:00+00:00,0.0001,-1,-0.38102196146415646,0.00125,-0.4067719614641565,0.03,1
2022-06-20 18:00:00+00:00,0.0001,-1,-0.5598208751507452,0.00125,-0.5855708751507452,0.03,1
2022-06-20 19:00:00+00:00,0.0001,-1,-1.3948724013011178,0.00125,-1.4206224013011177,0.03,1
2022-06-20 20:00:00+00:00,0.0001,-1,1.755688235650878,0.00125,1.7299382356508781,0.03,1
2022-06-20 21:00:00+00:00,0.0001,-1,-0.863780789032381,0.00125,-0.889530789032381,0.03,1
2022-06-20 22:00:00+00:00,0.0001,-1,-1.0161420885624282,0.00125,-1.041892088562428,0.03,1
2022-06-20 23:00:00+00:00,0.0001,-1,-0.9180855446318649,0.00125,-0.9438355446318649,0.03,1
2022-06-21 08:00:00+00:00,0.0001,-1,0.7693632196412734,0.00125,0.7436132196412734,0.03,1
2022-06-21 09:00:00+00:00,0.0001,-1,-0.5859228280025263,0.00125,-0.6116728280025263,0.03,1
2022-06-21 10:00:00+00:00,0.0001,-1,2.758445476882942,0.00125,2.732695476882942,0.03,1
2022-06-21 11:00:00+00:00,0.0001,-1,-1.2108956687979806,0.00125,-1.2366456687979805,0.03,1
2022-06-21 12:00:00+00:00,0.0001,-1,-2.8575760050468535,0.00125,-2.8833260050468534,0.03,1
2022-06-21 13:00:00+00:00,0.0001,-1,-0.11525480818112778,0.00125,-0.1410048081811278,0.03,1
2022-06-21 14:00:00+00:00,0.0001,-1,1.9440672075959726,0.00125,1.9183172075959727,0.03,1
2022-06-21 15:00:00+00:00,0.0001,-1,-0.08385744726211675,0.00125,-0.10960744726211674,0.03,1
2022-06-21 16:00:00+00:00,0.0001,-1,1.5373222773451138,0.00125,1.511572277345114,0.03,1
2022-06-21 17:00:00+00:00,0.0001,-1,1.5959154676089309,0.00125,1.570165467608931,0.03,1
2022-06-21 18:00:00+00:00,0.0001,-1,1.9916800912856931,0.00125,1.9659300912856932,0.03,1
2022-06-21 19:00:00+00:00,0.0001,-1,0.513048449556131,0.00125,0.487298449556131,0.03,1
2022-06-21 20:00:00+00:00,0.0001,-1,-0.40711623626020566,0.00125,-0.4328662362602057,0.03,1
2022-06-21 21:00:00+00:00,0.0001,-1,-1.1067306639681533,0.00125,-1.1324806639681533,0.03,1
2022-06-21 22:00:00+00:00,0.0001,-1,1.6736055212314946,0.00125,1.6478555212314947,0.03,1
2022-06-21 23:00:00+00:00,0.0001,-1,1.0536752542696899,0.00125,1.02792525426969,0.03,1
2022-06-24 08:00:00+00:00,0.0001,-1,1.5677439173652774,0.00125,1.5419939173652775,0.03,1
2022-06-24 09:00:00+00:00,0.0001,-1,-1.3855492499886393,0.00125,-1.4112992499886392,0.03,1
2022-06-24 10:00:00+00:00,0.0001,-1,0.44861751737081035,0.00125,0.4228675173708103,0.03,1
2022-06-24 11:00:00+00:00,0.0001,-1,-0.033300033607738755,0.00125,-0.05905003360773875,0.03,1
2022-06-24 12:00:00+00:00,0.0001,-1,0.40033414601296236,0.00125,0.3745841460129623,0.03,1
2022-06-24 13:00:00+00:00,0.0001,-1,0.7886608542815359,0.00125,0.7629108542815358,0.03,1
2022-06-24 14:00:00+00:00,0.0001,-1,0.7440007264695591,0.00125,0.718250726469559,0.03,1
2022-06-24 15:00:00+00:00,0.0001,-1,-0.7776877741184217,0.00125,-0.8034377741184218,0.03,1
2022-06-24 16:00:00+00:00,0.0001,-1,1.236989423612925,0.00125,1.2112394236129251,0.03,1
2022-06-24 17:00:00+00:00,0.0001,-1,-1.9919632302455965,0.00125,-2.0177132302455965,0.03,1
2022-06-24 18:00:00+00:00,0.0001,-1,-1.0143930002598385,0.00125,-1.0401430002598384,0.03,1
2022-06-24 19:00:00+00:00,0.0001,-1,-3.079171341622041,0.00125,-3.104921341622041,0.03,1
2022-06-24 20:00:00+00:00,0.0001,-1,1.0645261817357836,0.00125,1.0387761817357837,0.03,1
2022-06-24 21:00:00+00:00,0.0001,-1,0.5202417846481017,0.00125,0.4944917846481016,0.03,1
2022-06-24 22:00:00+00:00,0.0001,-1,-1.1828704718042997,0.00125,-1.2086204718042997,0.03,1
2022-06-24 23:00:00+00:00,0.0001,-1,-0.5622053198689363,0.00125,-0.5879553198689363,0.03,1
2022-06-25 08:00:00+00:00,0.0001,-1,-0.5081795913244803,0.00125,-0.5339295913244804,0.03,1
2022-06-25 09:00:00+00:00,0.0001,-1,1.0189548438544063,0.00125,0.9932048438544062,0.03,1
2022-06-25 10:00:00+00:00,0.0001,-1,1.1426856450554568,0.00125,1.1169356450554568,0.03,1
2022-06-25 11:00:00+00:00,0.0001,-1,3.7435321833674937,0.00125,3.7177821833674938,0.03,1
2022-06-25 12:00:00+00:00,0.0001,-1,-0.586413676779213,0.00125,-0.612163676779213,0.03,1
2022-06-25 13:00:00+00:00,0.0001,-1,0.35143538806277086,0.00125,0.3256853880627708,0.03,1
2022-06-25 14:00:00+00:00,0.0001,-1,1.72476375678014,0.00125,1.69901375678014,0.03,1
2022-06-25 15:00:00+00:00,0.0001,-1,-1.2374087883001361,0.00125,-1.263158788300136,0.03,1
2022-06-26 00:00:00+00:00,0.0001,-1,2.159406930782972,0.00125,2.1336569307829722,0.03,1
2022-06-26 01:00:00+00:00,0.0001,-1,-0.19155682568607424,0.00125,-0.21730682568607423,0.03,1
2022-06-26 02:00:00+00:00,0.0001,-1,1.3486680894046383,0.00125,1.3229180894046384,0.03,1
2022-06-26 03:00:00+00:00,0.0001,-1,-0.7284652744614841,0.00125,-0.7542152744614842,0.03,1
2022-06-26 04:00:00+00:00,0.0001,-1,0.2521321320850722,0.00125,0.22638213208507216,0.03,1
2022-06-26 05:00:00+00:00,0.0001,-1,-0.4149383546811618,0.00125,-0.44068835468116185,0.03,1
2022-06-26 06:00:00+00:00,0.0001,-1,0.5189425242225496,0.00125,0.49319252422254956,0.03,1
2022-06-26 07:00:00+00:00,0.0001,-1,-2.030676017646564,0.00125,-2.056426017646564,0.03,1
2022-06-26 08:00:00+00:00,0.0001,-1,3.6945081498544288,0.00125,3.668758149854429,0.03,1
2022-06-26 09:00:00+00:00,0.0001,-1,-1.5597196813667988,0.00125,-1.5854696813667988,0.03,1
2022-06-26 10:00:00+00:00,0.0001,-1,-1.6529301951210724,0.00125,-1.6786801951210724,0.03,1
2022-06-26 11:00:00+00:00,0.0001,-1,2.4897551621727203,0.00125,2.4640051621727204,0.03,1
2022-06-26 12:00:00+00:00,0.0001,-1,0.5265941605287162,0.00125,0.5008441605287162,0.03,1
2022-06-26 13:00:00+00:00,0.0001,-1,1.4281616183069163,0.00125,1.4024116183069164,0.03,1
2022-06-26 14:00:00+00:00,0.0001,-1,1.2627208122482563,0.00125,1.2369708122482563,0.03,1
2022-06-26 15:00:00+00:00,0.0001,-1,1.0437044661112485,0.00125,1.0179544661112485,0.03,1
2022-06-28 08:00:00+00:00,0.0001,-1,0.9432497972155273,0.00125,0.9174997972155272,0.03,1
2022-06-28 09:00:00+00:00,0.0001,-1,0.8368249670516579,0.00125,0.8110749670516578,0.03,1
2022-06-28 10:00:00+00:00,0.0001,-1,-0.3946724412639153,0.00125,-0.42042244126391537,0.03,1
2022-06-28 11:00:00+00:00,0.0001,-1,-0.7521291179002078,0.00125,-0.7778791179002078,0.03,1
2022-06-28 12:00:00+00:00,0.0001,-1,-0.2115369757983569,0.00125,-0.2372869757983569,0.03,1
2022-06-28 13:00:00+00:00,0.0001,-1,1.8207671046738667,0.00125,1.7950171046738668,0.03,1
2022-06-28 14:00:00+00:00,0.0001,-1,2.7693302844973355,0.00125,2.7435802844973356,0.03,1
2022-06-28 15:00:00+00:00,0.0001,-1,0.06809669994163468,0.00125,0.04234669994163469,0.03,1
2022-06-28 16:00:00+00:00,0.0001,-1,0.9066865637681668,0.00125,0.8809365637681668,0.03,1
2022-06-28 17:00:00+00:00,0.0001,-1,0.8629670399780555,0.00125,0.8372170399780554,0.03,1
2022-06-28 18:00:00+00:00,0.0001,-1,0.3994794717654546,0.00125,0.37372947176545457,0.03,1
2022-06-28 19:00:00+00:00,0.0001,-1,-0.330119316392451,0.00125,-0.35586931639245106,0.03,1
2022-06-28 20:00:00+00:00,0.0001,-1,-1.086873461193609,0.00125,-1.112623461193609,0.03,1
2022-06-28 21:00:00+00:00,0.0001,-1,2.8190486924633475,0.00125,2.7932986924633476,0.03,1
2022-06-28 22:00:00+00:00,0.0001,-1,-0.0,0.00125,-0.02575,0.03,1
2022-06-28 23:00:00+00:00,0.0001,-1,-0.7910738274400977,0.00125,-0.8168238274400977,0.03,1
2022-06-29 08:00:00+00:00,0.0001,-1,-0.4268190722904636,0.00125,-0.45256907229046367,0.03,1
2022-06-29 09:00:00+00:00,0.0001,-1,0.3021418809687599,0.00125,0.27639188096875983,0.03,1
2022-06-29 10:00:00+00:00,0.0001,-1,0.4638723750542829,0.00125,0.43812237505428286,0.03,1
2022-06-29 11:00:00+00:00,0.0001,-1,1.18727784302843,0.00125,1.1615278430284302,0.03,1
2022-06-29 12:00:00+00:00,0.0001,-1,-2.7663047073765052,0.00125,-2.792054707376505,0.03,1
2022-06-29 13:00:00+00:00,0.0001,-1,-0.8937236390935681,0.00125,-0.9194736390935682,0.03,1
2022-06-29 14:00:00+00:00,0.0001,-1,-0.2787458250853145,0.00125,-0.30449582508531453,0.03,1
2022-06-29 15:00:00+00:00,0.0001,-1,2.03873493610372,0.00125,2.01298493610372,0.03,1
2022-08-30 16:00:00+00:00,0.0001,-1,-0.1811777043160861,0.00125,-0.2069277043160861,0.02,2
2022-08-30 17:00:00+00:00,0.0001,-1,-0.38141168390075714,0.00125,-0.4071616839007572,0.02,2
2022-08-30 18:00:00+00:00,0.0001,-1,-1.234583582229914,0.00125,-1.260333582229914,0.02,2
2022-08-30 19:00:00+00:00,0.0001,-1,-0.847379196009066,0.00125,-0.873129196009066,0.02,2
2022-08-30 20:00:00+00:00,0.0001,-1,0.531235877964988,0.00125,0.5054858779649879,0.02,2
2022-08-30 21:00:00+00:00,0.0001,-1,-0.7272759329079879,0.00125,-0.7530259329079879,0.02,2
2022-08-30 22:00:00+00:00,0.0001,-1,0.589276896715085,0.00125,0.5635268967150849,0.02,2
2022-08-30 23:00:00+00:00,0.0001,-1,-1.3501819433871802,0.00125,-1.3759319433871802,0.02,2
2022-08-31 08:00:00+00:00,0.0001,-1,0.29397375409248466,0.00125,0.2682237540924846,0.02,2
2022-08-31 09:00:00+00:00,0.0001,-1,-1.01543539959293,0.00125,-1.0411853995929299,0.02,2
