hour,premium,signal,raw_ret,fund_pnl,net_ret,threshold
2026-02-10 00:00:00+00:00,-0.00050187,1,0.0,0.0062733749999999994,-0.020726625,0.02
2026-02-10 01:00:00+00:00,-0.00050187,1,0.0,0.0062733749999999994,-0.020726625,0.02
2026-02-10 02:00:00+00:00,-0.00050187,1,-1.2240054894501837,0.0062733749999999994,-1.2447321144501837,0.02
2026-02-10 03:00:00+00:00,-0.00050187,1,0.49140148024291624,0.0062733749999999994,0.47067485524291625,0.02
2026-02-10 04:00:00+00:00,-0.00050187,1,-1.2330612457478898,0.0062733749999999994,-1.2537878707478898,0.02
2026-02-10 05:00:00+00:00,-0.00050187,1,-1.5000281259492598,0.0062733749999999994,-1.5207547509492598,0.02
2026-02-10 06:00:00+00:00,-0.00050187,1,0.502513620267298,0.0062733749999999994,0.48178699526729796,0.02
2026-02-10 07:00:00+00:00,-0.00050187,1,0.5000010416705839,0.0062733749999999994,0.4792744166705839,0.02
2026-02-12 00:00:00+00:00,0.0001,-1,-0.0,0.00125,-0.02575,0.02
2026-02-12 01:00:00+00:00,0.0001,-1,-0.0,0.00125,-0.02575,0.02
2026-02-12 02:00:00+00:00,0.0001,-1,-0.5089069507471228,0.00125,-0.5346569507471228,0.02
2026-02-12 03:00:00+00:00,0.0001,-1,-0.5063301956546634,0.00125,-0.5320801956546635,0.02
2026-02-12 04:00:00+00:00,0.0001,-1,-0.25220694327097176,0.00125,-0.2779569432709718,0.02
2026-02-12 05:00:00+00:00,0.0001,-1,-0.7528266420791809,0.00125,-0.778576642079181,0.02
2026-02-12 06:00:00+00:00,0.0001,-1,-0.24968801985871458,0.00125,-0.2754380198587146,0.02
2026-02-12 07:00:00+00:00,0.0001,-1,0.24968801985870434,0.00125,0.22393801985870435,0.02
2026-02-12 08:00:00+00:00,0.0001,-1,-0.24968801985871458,0.00125,-0.2754380198587146,0.02
2026-02-12 09:00:00+00:00,0.0001,-1,-0.9925639799969999,0.00125,-1.0183139799969998,0.02
2026-02-12 10:00:00+00:00,0.0001,-1,0.24721891453889258,0.00125,0.2214689145388926,0.02
2026-02-12 11:00:00+00:00,0.0001,-1,0.9950330853168092,0.00125,0.9692830853168092,0.02
