coin,window,is_start,is_end,oos_start,oos_end,best_threshold,is_sharpe,is_total_ret,is_win_rate,is_n,oos_n,oos_sharpe,oos_win_rate,oos_total_ret,oos_gross_ret,oos_fund_pnl,oos_max_dd,oos_p_value,oos_long_net,oos_short_net,oos_long_sharpe,oos_short_sharpe
AXS,1,2022-01-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,0.03,-1.3013941943584137,-2.8964368869804504,0.5142857142857142,175,104,-11.06557960829816,0.4326923076923077,-29.495352509293866,-28.78639450929387,2.099042,-0.3821004123987737,0.23069617332288117,-8.828584694303464,-20.6667678149904,-7.775195388621187,-13.474583924317605
AXS,2,2022-05-01 00:00:00+00:00,2022-08-29 00:00:00+00:00,2022-08-29 00:00:00+00:00,2022-10-28 00:00:00+00:00,0.1,0.7669794984991006,8.86622876204774,0.4791666666666667,576,288,-2.887090811384106,0.4791666666666667,-6.80271647174822,-0.5581734717482143,1.531457,-0.23701728393346155,0.6010404169756992,-5.335041782431968,-1.467674689316251,-3.8021566333000583,-1.6247959259451843
AXS,3,2022-08-29 00:00:00+00:00,2022-12-27 00:00:00+00:00,2022-12-27 00:00:00+00:00,2023-02-25 00:00:00+00:00,0.02,12.912097927440193,57.65432425334357,0.5333333333333333,240,471,3.772856393074539,0.47983014861995754,22.378438674728606,34.12834367472861,0.967095,-0.16571755241828498,0.3821077481098476,-0.2989453009720153,22.67738397570062,-1.3051783098449368,4.003063880285295
AXS,4,2022-12-27 00:00:00+00:00,2023-04-26 00:00:00+00:00,2023-04-26 00:00:00+00:00,2023-06-25 00:00:00+00:00,0.03,2.2189629325827904,23.343508240666814,0.4773218142548596,926,120,2.1318346323541695,0.49166666666666664,2.8652509111128808,5.52026991111288,0.5849810000000001,-0.08000600181312877,0.8033946556694138,-4.570226974786905,7.435477885899785,-9.39259052441115,8.715327479450016
AXS,5,2023-04-26 00:00:00+00:00,2023-08-24 00:00:00+00:00,2023-08-24 00:00:00+00:00,2023-10-23 00:00:00+00:00,0.03,-0.8442192083935053,-2.7031206058219044,0.478125,320,143,-1.981820573214377,0.48951048951048953,-1.676688296916035,1.0170067030839685,1.167305,-0.053892944081983044,0.8004724025294372,2.401688778257946,-4.078377075173981,8.602067459283857,-7.192573293878852
AXS,6,2023-08-24 00:00:00+00:00,2023-12-22 00:00:00+00:00,2023-12-22 00:00:00+00:00,2024-02-20 00:00:00+00:00,0.02,8.862672152831056,15.69446786416711,0.5390625,128,64,-4.779708900916172,0.4375,-3.0285784362155086,-1.8562404362155063,0.555662,-0.07446669355704469,0.6842593337908484,-4.192145654959168,1.1635672187436619,-16.612488161639874,3.1252865179047054
AXS,7,2023-12-22 00:00:00+00:00,2024-04-20 00:00:00+00:00,2024-04-20 00:00:00+00:00,2024-06-19 00:00:00+00:00,0.02,6.02352710385924,11.709454867223707,0.5118110236220472,127,416,-0.28994813323843477,0.5168269230769231,-1.0659213841256672,9.40357661587434,0.762502,-0.16361714553978784,0.9496495017189556,-2.961264740246202,1.8953433561205375,-11.435212086363652,0.5544936367745698
AXS,8,2024-04-20 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-10-17 00:00:00+00:00,0.07,3.0642835941607065,20.63465844123297,0.5095108695652174,736,256,3.128021320293007,0.51953125,6.357012498361158,12.196381498361166,1.072631,-0.09987826744950043,0.5932998918377044,1.649006965222961,4.708005533138197,2.2448135252191563,3.6405768065878594
AXS,9,2024-08-18 00:00:00+00:00,2024-12-16 00:00:00+00:00,2024-12-16 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.02,10.153487198327934,17.945035747404894,0.5275590551181102,127,158,4.403417140192561,0.5253164556962026,8.309892761664557,12.07707676166456,0.4988160000000001,-0.16325613038670836,0.5551166369773369,5.031912507243705,3.27798025442085,12.453271161695987,2.2047521832880514
AXS,10,2024-12-16 00:00:00+00:00,2025-04-15 00:00:00+00:00,2025-04-15 00:00:00+00:00,2025-06-14 00:00:00+00:00,0.02,4.7228259616913935,21.827851752256013,0.5144927536231884,414,376,-5.378493026416338,0.4946808510638298,-19.86970768328387,-10.458184683283875,0.740477,-0.3237016296716196,0.26586378223219614,-5.770309530597662,-14.099398152686213,-15.890102372804469,-4.233906659213629
AXS,11,2025-04-15 00:00:00+00:00,2025-08-13 00:00:00+00:00,2025-08-13 00:00:00+00:00,2025-10-12 00:00:00+00:00,0.03,-3.123087890637092,-33.725106644296346,0.4883720930232558,1118,895,1.4717052947492428,0.5083798882681564,17.515324954728754,40.30526807972877,1.3750568749999998,-0.4047535882240696,0.638173943210779,-17.10929351272818,34.62461846745693,-32.714525877723695,3.0524356920576645
AXS,12,2025-08-13 00:00:00+00:00,2025-12-11 00:00:00+00:00,2025-12-11 00:00:00+00:00,2026-02-09 00:00:00+00:00,0.02,2.9460195432623046,51.36268094126553,0.5068691250903832,1383,356,-1.5687809615338082,0.46348314606741575,-8.235421135733628,-3.246165135733622,4.622744,-0.3984040580099113,0.751996016352641,13.792412576816709,-22.027833712550333,12.830022446803596,-6.254181465364804
