coin,window,is_start,is_end,oos_start,oos_end,best_threshold,is_sharpe,is_total_ret,is_win_rate,is_n,oos_n,oos_sharpe,oos_win_rate,oos_total_ret,oos_gross_ret,oos_fund_pnl,oos_max_dd,oos_p_value,oos_long_net,oos_short_net,oos_long_sharpe,oos_short_sharpe
DOGE,1,2022-01-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,2022-05-01 00:00:00+00:00,2022-06-30 00:00:00+00:00,0.03,0.17392033011187982,3.0208913132578985,0.4978514426028238,1629,431,3.5401137855016254,0.5081206496519721,23.224684566512494,34.020543566512494,0.841141,-0.2202686344532031,0.43274382493398456,-0.06899024452237512,23.293674811034876,-0.04463006096247163,5.270721854543885
DOGE,2,2022-05-01 00:00:00+00:00,2022-08-29 00:00:00+00:00,2022-08-29 00:00:00+00:00,2022-10-28 00:00:00+00:00,0.02,-0.3511669205593765,-5.581463330132284,0.4821150855365474,1286,750,-2.556850341874603,0.48133333333333334,-17.005588786946834,2.2587782130531586,0.9856329999999999,-0.4041552350717274,0.45460950532679195,3.1126484904640304,-20.118237277410863,15.299379020387782,-3.12633338263408
DOGE,3,2022-08-29 00:00:00+00:00,2022-12-27 00:00:00+00:00,2022-12-27 00:00:00+00:00,2023-02-25 00:00:00+00:00,0.1,-0.38939673612378395,-7.004106431278444,0.4829090909090909,1375,288,1.01547876596531,0.4513888888888889,2.7740439517630784,9.959270951763083,0.590773,-0.09272550399440957,0.8540446649463963,-1.2941549505963854,4.068198902359466,-1.2323705600393935,2.503866678788207
DOGE,4,2022-12-27 00:00:00+00:00,2023-04-26 00:00:00+00:00,2023-04-26 00:00:00+00:00,2023-06-25 00:00:00+00:00,0.05,-2.3056077517484748,-7.32165484937678,0.4722222222222222,288,864,3.3007092056072755,0.46875,22.17035051190615,44.353307511906166,1.145043,-0.0841324458751454,0.30021169896856964,2.7449433657980475,19.425407146108103,5.996306690133905,3.1072253858533645
DOGE,5,2023-04-26 00:00:00+00:00,2023-08-24 00:00:00+00:00,2023-08-24 00:00:00+00:00,2023-10-23 00:00:00+00:00,0.05,1.0376602484035613,14.031281906632968,0.4823393167342212,1727,543,-8.78105334612655,0.4585635359116022,-21.237131793613727,-7.28933879361372,0.7132069999999999,-0.21769244963030662,0.02922626824881176,-6.999728331939699,-14.237403461674027,-21.360570570987868,-6.813959852748247
DOGE,6,2023-08-24 00:00:00+00:00,2023-12-22 00:00:00+00:00,2023-12-22 00:00:00+00:00,2024-02-20 00:00:00+00:00,0.03,1.156658465449111,2.1034943564025905,0.45714285714285713,175,1055,-3.1940437094670613,0.4938388625592417,-23.1443950232582,6.260259976741794,-0.919655,-0.31889395250100416,0.26792157216884976,-26.246676788252348,3.102281764994154,-3.778350872497156,10.424933806818116
DOGE,7,2023-12-22 00:00:00+00:00,2024-04-20 00:00:00+00:00,2024-04-20 00:00:00+00:00,2024-06-19 00:00:00+00:00,0.02,8.334779183062704,20.615453680962666,0.5546875,128,64,2.5251232737753004,0.546875,1.5547559750485407,3.153555975048542,0.1292,-0.08596335549095258,0.8298141737265302,0.20948663583678373,1.3452693392117583,0.5391818961276154,6.5972643349426106
DOGE,8,2024-04-20 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-08-18 00:00:00+00:00,2024-10-17 00:00:00+00:00,0.02,7.349752906579806,6.376415343416287,0.5078125,128,519,-5.98761257135414,0.4393063583815029,-26.37451283635382,-13.022952836353818,0.66144,-0.37486171701295407,0.14560587944198242,2.6528390978578384,-29.02735193421166,12.821243105270986,-6.9305087380027866
DOGE,9,2024-08-18 00:00:00+00:00,2024-12-16 00:00:00+00:00,2024-12-16 00:00:00+00:00,2025-02-14 00:00:00+00:00,0.02,10.759576032737352,18.316101847427493,0.578125,128,400,1.3245984225534682,0.49,6.912017260580952,17.17813526058096,0.533882,-0.2217594105333393,0.7772857906862628,-5.295833957540626,12.207851218121577,-9.685972095331971,2.6225682481919304
DOGE,10,2024-12-16 00:00:00+00:00,2025-04-15 00:00:00+00:00,2025-04-15 00:00:00+00:00,2025-06-14 00:00:00+00:00,0.05,-0.9796075264396498,-7.770443753849458,0.49765258215962443,639,463,-3.092425503402694,0.4816414686825054,-16.108141699309762,-4.17290369930976,0.5657619999999999,-0.4607914059940217,0.4774753702983881,-1.1906554928598867,-14.917486206449876,-2.163011309041513,-3.2326830401848885
DOGE,11,2025-04-15 00:00:00+00:00,2025-08-13 00:00:00+00:00,2025-08-13 00:00:00+00:00,2025-10-12 00:00:00+00:00,0.1,-2.7076364707863876,-37.722996821677306,0.4843505477308294,1278,742,2.1176931298520283,0.48921832884097033,18.775356136351636,37.93588588635166,0.87347025,-0.27338582100088327,0.5378663868145834,-7.255595197758616,26.03095133411026,-5.537846693855916,3.4823933955908846
DOGE,12,2025-08-13 00:00:00+00:00,2025-12-11 00:00:00+00:00,2025-12-11 00:00:00+00:00,2026-02-09 00:00:00+00:00,0.03,2.777011206862357,28.886264798616413,0.49071925754060325,862,200,-14.53619135467821,0.44,-25.90858242857429,-20.79733142857429,0.288749,-0.303795076890544,0.029217774365630847,-4.881394186790992,-21.0271882417833,-10.785737745570499,-15.769337227990988
