coin,time_utc,funding_rate,funding_rate_pct,funding_8h_pct,funding_ann_pct,premium
ZEC,2026-05-04 18:00:00,5.99267e-05,0.005993,0.047941,52.5,0.000979414
ZEC,2026-05-04 19:00:00,4.76948e-05,0.004769,0.038156,41.78,0.0008815588
ZEC,2026-05-04 20:00:00,6.73619e-05,0.006736,0.05389,59.01,0.001038895
ZEC,2026-05-04 21:00:00,7.54298e-05,0.007543,0.060344,66.08,0.0011034384
ZEC,2026-05-04 22:00:00,9.6205e-05,0.009621,0.076964,84.28,0.0012696398
ZEC,2026-05-04 23:00:00,7.43627e-05,0.007436,0.05949,65.14,0.0010949018
ZEC,2026-05-05 00:00:00,4.13917e-05,0.004139,0.033113,36.26,0.0008311337
ZEC,2026-05-05 01:00:00,1.62633e-05,0.001626,0.013011,14.25,0.0006301063
ZEC,2026-05-05 02:00:00,4.79433e-05,0.004794,0.038355,42.0,0.0008835461
ZEC,2026-05-05 03:00:00,5.30436e-05,0.005304,0.042435,46.47,0.0009243489
ZEC,2026-05-05 04:00:00,3.85524e-05,0.003855,0.030842,33.77,0.0008084189
ZEC,2026-05-05 05:00:00,4.72956e-05,0.00473,0.037836,41.43,0.000878365
ZEC,2026-05-05 06:00:00,3.74199e-05,0.003742,0.029936,32.78,0.0007993594
ZEC,2026-05-05 07:00:00,3.88453e-05,0.003885,0.031076,34.03,0.0008107624
ZEC,2026-05-05 08:00:00,3.99423e-05,0.003994,0.031954,34.99,0.0008195382
ZEC,2026-05-05 09:00:00,2.49448e-05,0.002494,0.019956,21.85,0.0006995588
ZEC,2026-05-05 10:00:00,1.64152e-05,0.001642,0.013132,14.38,0.0006313214
ZEC,2026-05-05 11:00:00,1.83825e-05,0.001838,0.014706,16.1,0.0006470604
ZEC,2026-05-05 12:00:00,2.79345e-05,0.002793,0.022348,24.47,0.0007234762
ZEC,2026-05-05 13:00:00,3.4555e-05,0.003455,0.027644,30.27,0.0007764401
ZEC,2026-05-05 14:00:00,1.25e-05,0.00125,0.01,10.95,0.0005468092
ZEC,2026-05-05 15:00:00,1.25e-05,0.00125,0.01,10.95,0.0002796022
ZEC,2026-05-05 16:00:00,1.25e-05,0.00125,0.01,10.95,0.0002865292
